Company Name,Ticker,Country,Sector,Subsector, Overall ESG RATING, Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
IDAHO POWER COMPANY,,US,Utilities,Electric Utilities,A,6.7,6.1,4.7,6.9
IDB TRUST SERVICES LIMITED,OGIFI,JE,Supranationals & Development Banks,,B,2.5,0.9,6.1,4.4
IDBI BANK LIMITED,IDBI,IN,Banks,Diversified Banks,BB,4.1,0.4,4.1,2.9
IDEAGEN PLC,IDEA,GB,Software & Services,Systems Software,AA,8.1,4.1,5.9,6.2
"IDEANOMICS, INC",IDEX,US,Retail - Consumer Discretionary,Construction Machinery & Heavy Trucks,BB,3.9,3.0,5.8,2.9
IDEAYA Biosciences Inc,IDYA,US,Biotechnology,Biotechnology,BBB,5.2,7.1,4.0,5.6
IDEC CORPORATION,6652,JP,Electrical Equipment,Electrical Components & Equipment,B,1.5,4.8,7.3,4.2
IDEX CORPORATION,IEX,US,Industrial Machinery,Industrial Machinery,AA,7.7,4.5,6.3,6.1
"IDEXX LABORATORIES, INC",IDXX,US,Health Care Equipment & Supplies,Health Care Equipment,AA,7.9,7.6,5.9,6.5
IDFC FIRST BANK LIMITED,IDFCFIRSTB,IN,Banks,Diversified Banks,BBB,4.9,1.4,4.8,5.6
IDOM Inc,7599,JP,Retail - Consumer Discretionary,Automotive Retail,B,2.4,1.8,4.4,3.2
IDOX PLC,IDOX,GB,Software & Services,Application Software,BBB,5.7,4.5,3.0,7.5
IDP EDUCATION LIMITED,IEL,AU,Diversified Consumer Services,Education Services,AA,8.3,8.7,4.1,7.7
IDT CORPORATION,IDT,US,Telecommunication Services,Integrated Telecommunication Services,BBB,4.4,6.3,5.0,3.5
"IES HOLDINGS, INC",IESC,US,Construction & Engineering,Construction & Engineering,A,5.8,3.3,3.3,5.3
IFAST Corporation Ltd,AIY,SG,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,4.4,8.0,2.2,6.8
IFIL Investments SpA,,IT,Diversified Financials,Multi-Sector Holdings,BBB,4.5,9.3,4.4,4.7
IG DESIGN GROUP PLC,IGR,GB,Containers & Packaging,Housewares & Specialties,B,2.2,3.5,5.8,5.4
IG GROUP HOLDINGS PLC,IGG,GB,Investment Banking & Brokerage,Investment Banking & Brokerage,A,7.1,8.7,2.0,7.2
IGB REIT CAPITAL SDN BHD,,MY,Real Estate Management & Services,Retail REITs,B,1.6,2.6,3.4,4.7
IGB Real Estate Investment Trust,IGBREIT,MY,Real Estate Management & Services,Retail REITs,B,1.6,2.6,3.4,4.7
IGG Inc,799,SG,Media & Entertainment,Interactive Home Entertainment,BBB,5.2,6.0,3.8,5.8
IGM Biosciences Inc,IGMS,US,Biotechnology,Biotechnology,A,6.6,7.3,4.5,6.0
IGO LIMITED,IGO,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,7.1,4.7,6.3,7.1
"IHEARTCOMMUNICATIONS, INC",IHTM,US,"Broadcasting, Cable & Satellite",Broadcasting,A,7.1,8.0,6.0,5.2
"IHEARTMEDIA, INC",IHRT,US,Media & Entertainment,Broadcasting,A,7.1,8.0,6.0,5.2
IHH HEALTHCARE BERHAD,IHH,MY,Health Care Providers & Services,Health Care Facilities,BBB,5.1,7.3,5.5,3.1
IHI Corporation,7013,JP,Industrial Machinery,Industrial Machinery,BBB,4.9,6.4,6.2,3.4
"IHOP IP, LLC",,US,Restaurants,Restaurants,BB,2.9,2.8,4.3,4.8
IHS INC,INFO,US,Professional Services,Research & Consulting Services,AA,7.4,10.0,5.9,7.0
IHS MARKIT LTD,INFON,GB,Professional Services,Research & Consulting Services,AA,7.4,10.0,5.9,7.0
II-VI INCORPORATED,IIVI,US,"Electronic Equipment, Instruments & Components",Electronic Components,BB,4.2,4.1,4.2,4.0
"IINO KAIUN KAISHA, LTD",9119,JP,Marine Transport,Marine,A,6.9,6.9,5.0,3.8
"IIP OPERATING PARTNERSHIP, LP",,US,Real Estate Management & Services,Industrial REITs,B,1.6,3.9,1.9,5.4
IJM CORPORATION BERHAD,IJM,MY,Construction & Engineering,Construction & Engineering,BB,3.5,3.6,1.5,5.2
IJM LAND BERHAD,IJMS,MY,Construction & Engineering,Real Estate Development,BB,3.5,3.6,1.5,5.2
IK FREEDOM FINANCE OOO,,RU,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.6,3.4,1.9,3.9
ILFC E-CAPITAL TRUST I,,US,Trading Companies & Distributors,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
ILFC E-CAPITAL TRUST II,,US,Trading Companies & Distributors,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
"ILJIN DIAMOND CO, LTD",081000,KR,Industrial Machinery,Industrial Machinery,CCC,0.0,3.4,3.1,0.6
"ILJIN MATERIALS Co, Ltd",020150,KR,"Electronic Equipment, Instruments & Components",Electronic Components,CCC,0.0,4.5,3.8,0.2
ILLIMITY BANK SPA,ILTY,IT,Diversified Financials,Specialized Finance,B,2.7,0.8,3.6,5.4
ILLINOIS CENTRAL RAILROAD COMPANY,,US,Road & Rail Transport,Railroads,A,6.9,5.6,3.9,6.4
ILLINOIS POWER GENERATING COMPANY,VST,US,Utilities,Independent Power Producers & Energy Traders,BB,3.7,3.0,5.5,6.6
ILLINOIS TOOL WORKS INC,ITW,US,Industrial Machinery,Industrial Machinery,A,6.9,4.8,4.6,6.2
"ILLUMINA, INC",ILMN,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,AA,7.4,10.0,6.5,5.5
ILUKA RESOURCES LIMITED,ILU,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,AA,7.9,2.1,6.5,8.0
"ILYANG PHARMACEUTICAL CO,LTD",007570,KR,Pharmaceuticals,Pharmaceuticals,B,2.1,1.7,4.0,2.6
IMAX CORPORATION,IMAX,CA,Media & Entertainment,Movies & Entertainment,A,7.1,6.7,5.7,5.6
IMCD NV,IMCD,NL,Trading Companies & Distributors,Trading Companies & Distributors,AA,7.4,2.6,5.9,7.2
IMDEX LTD,IMD,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.4,4.5,6.0,6.4
IMERYS SA,NK,FR,Construction Materials,Construction Materials,AA,8.4,5.7,6.5,5.4
IMEXSA EXPORT TRUST NO 96-1,,MX,Steel,Steel,BB,3.4,2.6,3.8,5.3
IMI PLC,IMI,GB,Industrial Machinery,Industrial Machinery,AA,8.3,4.0,5.0,7.8
IMMOBILIARE GRANDE DISTRIBUZIONE SOCIETA DI INVESTIMENTO IMMOBILIARE QUOTATA SPA,IGD,IT,Real Estate Management & Services,Retail REITs,BBB,5.0,4.5,4.2,6.4
IMMOFINANZ AG,IIA,AT,Real Estate Management & Services,Real Estate Operating Companies,BBB,5.5,4.9,7.0,4.9
"IMMUNOGEN, INC",IMGN,US,Biotechnology,Biotechnology,BBB,4.5,6.1,3.9,5.4
IMPACT HEALTHCARE REIT PLC,IHR,GB,Real Estate Management & Services,Health Care REITs,CCC,0.0,2.2,0.0,4.8
IMPALA PLATINUM HOLDINGS LIMITED,IMP,ZA,Metals and Mining - Precious Metals,Precious Metals & Minerals,A,6.5,3.7,4.1,7.2
"IMPAX LABORATORIES, LLC",AMRX,US,Pharmaceuticals,Pharmaceuticals,B,1.8,4.1,2.6,3.4
IMPERIAL BRANDS FINANCE PLC,67SR,GB,Tobacco,Tobacco,A,6.8,5.5,3.8,6.6
IMPERIAL BRANDS PLC,IMB,GB,Tobacco,Tobacco,A,6.8,5.5,3.8,6.6
"IMPINJ, INC",PI,US,Semiconductors & Semiconductor Equipment,Semiconductors,CCC,0.9,2.5,1.6,6.1
IMPRIMERIES TRANSCONTINENTAL INC,,CA,Containers & Packaging,Metal & Glass Containers,A,6.3,7.4,5.2,6.0
IMSER SECURITISATION 2 SRL,,IT,Real Estate Management & Services,Office REITs,AAA,10.0,8.1,6.6,7.7
IMSER SECURITISATION SRL,,IT,Real Estate Management & Services,Office REITs,AAA,10.0,8.1,6.6,7.7
"INABA DENKI SANGYO CO,LTD",9934,JP,Trading Companies & Distributors,Trading Companies & Distributors,BBB,5.3,4.8,6.0,3.9
INAMED CORPORATION,,US,Pharmaceuticals,Pharmaceuticals,BBB,4.8,7.7,4.8,3.8
INARI AMERTRON BERHAD,INARI,MY,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,BBB,5.5,2.0,5.1,5.1
"INARI MEDICAL, INC",NARI,US,Health Care Equipment & Supplies,Health Care Equipment,AA,8.4,6.2,6.7,5.6
INBANK,,US,Banks,Regional Banks,A,6.5,6.2,3.8,5.6
INCHCAPE PLC,INCH,GB,Retail - Consumer Discretionary,Distributors,AA,7.8,3.0,5.7,7.5
INCITEC PIVOT FINANCE LLC,IPLXX,US,Diversified Chemicals,Diversified Chemicals,A,6.8,4.6,3.2,7.1
INCITEC PIVOT LIMITED,IPL,AU,Diversified Chemicals,Diversified Chemicals,A,6.8,4.6,3.2,7.1
INCOMMUNITIES GROUP LIMITED,INCGR,GB,Real Estate Management & Services,,A,6.1,2.5,7.5,6.9
INCOMMUNITIES TREASURY PLC,,GB,Real Estate Management & Services,,A,6.1,2.5,7.5,6.9
"INCONTACT, INC",NICE,US,Software & Services,Internet Software & Services,A,6.9,5.5,4.1,6.7
INCYTE CORPORATION,INCY,US,Biotechnology,Biotechnology,BBB,4.5,3.6,4.6,5.9
INDAH KIAT FINANCE MAURITIUS LIMITED,,MU,Paper & Forest Products,Paper Products,BB,4.0,4.4,9.3,2.5
"INDEPENDENCE REALTY OPERATING PARTNERSHIP, LP",,US,Real Estate Management & Services,Residential REITs,B,1.8,3.3,1.0,6.4
"INDEPENDENCE REALTY TRUST, INC",IRT,US,Real Estate Management & Services,Residential REITs,B,1.8,3.3,1.0,6.4
INDEPENDENT BANK CORP,INDB,US,Banks,Regional Banks,BBB,5.4,0.8,3.9,6.4
INDEPENDENT BANK CORPORATION,IBCP,US,Banks,Regional Banks,BBB,4.6,2.4,3.5,6.8
"INDEPENDENT BANK GROUP, INC",IBTX,US,Banks,Regional Banks,B,2.7,0.1,2.6,5.6
INDIAN OIL CORPORATION LIMITED,IOC,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BB,3.0,5.8,5.1,1.7
INDIAN RAILWAY FINANCE CORPORATION LIMITED,IRFC,IN,Diversified Financials,Specialized Finance,BB,4.1,8.0,3.9,2.2
INDIANA BELL TELEPHONE COMPANY INCORPORATED,,US,Telecommunication Services,Integrated Telecommunication Services,BB,4.1,10.0,4.6,4.0
"INDIANA GAS COMPANY, INC",,US,Utilities,Multi-Utilities,BBB,5.3,4.9,4.2,5.9
INDIANA MICHIGAN POWER COMPANY,AEP,US,Utilities,Electric Utilities,A,5.8,5.4,6.6,5.8
INDIANAPOLIS POWER & LIGHT COMPANY,,US,Utilities,Independent Power Producers & Energy Traders,A,6.0,6.0,4.9,6.3
INDIKA ENERGY CAPITAL III PTE LTD,,SG,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,BBB,5.0,3.2,4.7,4.5
INDIKA ENERGY CAPITAL IV PTE LTD,,SG,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,BBB,5.0,3.2,4.7,4.5
INDIVIOR FINANCE SARL,,LU,Pharmaceuticals,Pharmaceuticals,BBB,5.1,4.1,4.7,6.2
INDIVIOR PLC,INDV,GB,Pharmaceuticals,Pharmaceuticals,BBB,5.1,4.1,4.7,6.2
INDUS Holding Aktiengesellschaft,INH,DE,Industrial Conglomerates,Industrial Conglomerates,BBB,5.6,3.1,1.0,6.8
INDUSIND BANK LTD,INDUSINDBK,IN,Banks,Diversified Banks,A,7.1,0.7,4.1,4.1
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,,NZ,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",,US,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,ICBAF,SG,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,,AU,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,601398,CN,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED (Tokyo Branch),,JP,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED LONDON BRANCH,,GB,Banks,Diversified Banks,BBB,5.1,4.3,4.0,5.3
INDUSTRIAL BANK CO LTD SHANGHAI PILOT FREE TRADE ZONE BRANCH,,CN,Banks,Diversified Banks,A,5.9,6.6,4.7,3.7
"INDUSTRIAL BANK CO,LTD",601166,CN,Banks,Diversified Banks,A,5.9,6.6,4.7,3.7
INDUSTRIAL BANK OF KOREA,,GB,Banks,Diversified Banks,BB,4.1,1.6,4.5,3.5
INDUSTRIAL BANK OF KOREA,024110,KR,Banks,Diversified Banks,BB,4.1,1.6,4.5,3.5
INDUSTRIAL BANK OF KOREA (CHINA) LIMITED,,CN,Banks,Diversified Banks,BB,4.1,1.6,4.5,3.5
INDUSTRIAL LOGISTICS PROPERTIES TRUST,ILPT,US,Real Estate Management & Services,Industrial REITs,B,1.8,5.2,4.0,3.1
"INDUSTRIAS PENOLES, SAB DE CV",PE&OLES*,MX,Metals and Mining - Precious Metals,Precious Metals & Minerals,BBB,4.3,3.4,5.8,3.6
INDUSTRIES LASSONDE INC,LAS.A,CA,Food Products,Packaged Foods & Meats,BB,4.1,2.2,5.8,4.3
INDUSTRIES TOROMONT LTEE,TIH,CA,Trading Companies & Distributors,Trading Companies & Distributors,AA,8.3,3.9,8.2,6.1
INEOS FINANCE PLC,INEOS,GB,Commodity Chemicals,,CCC,0.3,3.7,2.9,0.0
INEOS Group Holdings SA,INEOS,LU,Commodity Chemicals,,CCC,0.3,3.7,2.9,0.0
INEOS US FINANCE LLC,,US,Commodity Chemicals,,CCC,0.3,3.7,2.9,0.0
INFICON HOLDING AG,IFCN,CH,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,AA,8.1,3.9,4.6,7.0
"INFILTRATOR WATER TECHNOLOGIES, LLC",,US,Building Products,Building Products,AA,7.7,5.2,7.1,6.1
INFINERA CORPORATION,INFN,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,A,6.7,2.6,5.0,6.1
INFINITY PROPERTY AND CASUALTY CORPORATION,KMPR,US,Property & Casualty Insurance,Property & Casualty Insurance,BB,4.0,2.5,3.4,6.2
INFO EDGE (INDIA) LIMITED,NAUKRI,IN,Interactive Media & Services,Interactive Media & Services,AA,7.3,8.3,5.7,4.1
INFOCOM CORPORATION,4348,JP,Software & Services,IT Consulting & Other Services,BB,3.8,4.8,3.6,5.2
INFORMA PLC,INF,GB,Media & Entertainment,Advertising,AA,8.3,10.0,6.6,5.9
INFOSYS LIMITED,INFY,IN,Software & Services,IT Consulting & Other Services,A,6.2,5.7,4.1,6.3
INFRASTRUTTURE WIRELESS ITALIANE SPA,INW,IT,Telecommunication Services,Integrated Telecommunication Services,A,6.3,10.0,7.3,4.2
INFRATIL LIMITED,IFT,NZ,Utilities,Electric Utilities,AA,7.2,7.1,5.6,5.0
INFRONEER Holdings Inc,5076,JP,Construction & Engineering,Construction & Engineering,BBB,5.2,5.5,6.0,3.6
ING (US) FUNDING LLC,,US,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING BANK (AUSTRALIA) LIMITED,ING,AU,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING BANK ANONIM SIRKETI,,TR,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING BANK HIPOTECZNY SPOLKA AKCYJNA,,PL,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING BANK NV,,AU,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING BELGIQUE NV,,BE,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING Bank NV,INGA,NL,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING Bank NV Hong Kong Branch,,HK,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING Groep NV,INGA,NL,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
ING-DiBa AG,ING,DE,Banks,Diversified Banks,AA,8.4,7.4,4.9,6.7
INGENIA COMMUNITIES GROUP,INA,AU,Real Estate Management & Services,Residential REITs,BBB,5.5,3.9,4.5,8.0
INGERSOLL RAND INC,IR,US,Industrial Machinery,Industrial Machinery,A,6.0,4.7,3.0,5.9
INGERSOLL-RAND SERVICES COMPANY,,US,Building Products,Building Products,AAA,9.7,7.6,7.4,5.1
INGEVITY CORPORATION,NGVT,US,Specialty Chemicals,Specialty Chemicals,BBB,5.3,4.5,2.2,6.2
INGHAMS GROUP LIMITED,ING,AU,Food Products,Packaged Foods & Meats,AA,7.8,2.3,5.2,8.2
INGREDION INCORPORATED,INGR,US,Food Products,Agricultural Products,AA,8.4,4.1,6.0,5.1
INMOBILIARIA APOQUINDO SA,,CL,Health Care Providers & Services,Health Care Facilities,BB,4.2,10.0,4.9,4.7
"INNER MONGOLIA JUNZHENG ENERGY & CHEMICAL GROUP CO, LTD",601216,CN,Commodity Chemicals,Commodity Chemicals,CCC,0.8,1.8,8.1,2.9
"INNER MONGOLIA MENGNIU DAIRY (GROUP) CO, LTD",,CN,Food Products,Packaged Foods & Meats,BBB,5.1,2.8,6.2,4.8
"INNER MONGOLIA YITAI COAL CO, LTD",900948,CN,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,B,2.3,2.6,1.8,3.2
INNERGEX ENERGIE RENOUVELABLE INC,INE,CA,Utilities,Renewable Electricity,AA,8.2,9.0,3.6,7.1
INNOSPEC INC,IOSP,US,Specialty Chemicals,Specialty Chemicals,A,7.1,5.2,3.3,6.8
INNOVATE CORP,VATE,US,Industrial Conglomerates,Construction & Engineering,A,6.5,3.4,5.3,5.7
"INNOVATIVE INDUSTRIAL PROPERTIES, INC",IIPR,US,Real Estate Management & Services,Industrial REITs,B,1.6,3.9,1.9,5.4
"INNOVENT BIOLOGICS, INC",1801,CN,Biotechnology,Biotechnology,BB,3.8,6.6,4.2,4.8
"INNOVIVA, INC",INVA,US,Pharmaceuticals,Pharmaceuticals,BB,4.1,2.9,3.9,4.3
"INNOX Advanced Materials Co, Ltd",272290,KR,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,CCC,0.0,2.4,2.6,1.5
"INOVA AUTOMATION CO,LIMITED",,HK,Industrial Machinery,Industrial Machinery,BBB,5.1,5.5,5.1,4.3
"INOVIO PHARMACEUTICALS, INC",INO,US,Biotechnology,Biotechnology,A,6.6,7.1,4.5,5.5
INPEX CORPORATION,1605,JP,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,AAA,9.0,7.3,7.4,3.0
INSEEGO CORP,INSG,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,BBB,5.2,3.0,4.0,5.8
"INSIGHT ENTERPRISES, INC",NSIT,US,"Electronic Equipment, Instruments & Components",Technology Distributors,A,6.8,2.8,4.4,6.3
INSIGNIA FINANCIAL LTD,IFL,AU,Asset Management & Custody Banks,Asset Management & Custody Banks,AA,8.5,8.0,5.5,6.6
INSMED INCORPORATED,INSM,US,Biotechnology,Biotechnology,BB,3.4,2.9,3.6,5.9
"INSPERITY, INC",NSP,US,Professional Services,Human Resource & Employment Services,BBB,5.2,8.0,5.7,6.5
INSPUR INTERNATIONAL LIMITED,0596,HK,Software & Services,Application Software,BBB,5.2,5.8,3.9,4.9
"INSTALLED BUILDING PRODUCTS, INC",IBP,US,Real Estate Development & Diversified Activities,Homebuilding,BB,3.6,3.5,2.7,4.7
"INSTEEL INDUSTRIES, INC",IIIN,US,Building Products,Building Products,CCC,0.6,1.7,3.6,5.0
INSTITUTIONAL SHAREHOLDER SERVICES INC,DBAG,US,Diversified Financials,Financial Exchanges & Data,AAA,10.0,10.0,5.6,6.6
INSTITUTO HERMES PARDINI SA,PARD3,BR,Health Care Providers & Services,Health Care Services,A,6.0,7.0,5.3,5.6
INSULET CORPORATION,PODD,US,Health Care Equipment & Supplies,Health Care Equipment,AA,8.4,6.5,6.9,6.3
"INSUN Environmental New Technology Co, Ltd",060150,KR,Commercial Services & Supplies,Environmental & Facilities Services,B,1.6,3.5,4.0,1.7
INSURANCE AUSTRALIA GROUP LIMITED,IAG,AU,Property & Casualty Insurance,Property & Casualty Insurance,AA,8.3,5.4,4.7,6.9
INSURANCE AUSTRALIA LIMITED,,AU,Property & Casualty Insurance,Property & Casualty Insurance,AA,8.3,5.4,4.7,6.9
INTACT US HOLDINGS INC,,US,Property & Casualty Insurance,Property & Casualty Insurance,AA,7.9,3.8,5.2,6.2
"INTAPP, INC",INTA,US,Software & Services,Application Software,A,6.9,4.4,5.1,5.9
INTEC Inc,,JP,Software & Services,IT Consulting & Other Services,A,7.1,6.6,5.4,4.9
INTEGER HOLDINGS CORPORATION,ITGR,US,Health Care Equipment & Supplies,Health Care Equipment,BBB,5.5,6.3,5.8,5.0
INTEGRA LIFESCIENCES HOLDINGS CORPORATION,IART,US,Health Care Equipment & Supplies,Health Care Equipment,BBB,5.5,7.6,5.8,5.5
"INTEGRATED DEVICE TECHNOLOGY, INC",NECEL,US,Semiconductors & Semiconductor Equipment,Semiconductors,BBB,5.5,5.3,5.5,4.8
"INTEGRYS HOLDING, INC",,US,Utilities,Multi-Utilities,A,6.5,6.4,5.0,6.0
INTEK GROUP SPA,IKG,IT,Metals and Mining - Non-Precious Metals,Copper,B,2.3,2.8,2.8,2.2
INTEL CORPORATION,INTC,US,Semiconductors & Semiconductor Equipment,Semiconductors,AA,8.5,7.5,5.9,5.7
"INTELLIA THERAPEUTICS, INC",NTLA,US,Biotechnology,Biotechnology,A,5.9,7.1,5.0,4.8
INTELSAT JACKSON HOLDINGS SA,IX,LU,Telecommunication Services,Alternative Carriers,BB,3.9,7.8,5.3,3.4
INTER AMERICAN DEVELOPMENT BANK,IADB,US,Supranationals & Development Banks,,AAA,10.0,7.8,9.0,5.1
"INTER PARFUMS, INC",IPAR,US,Household & Personal Products,Personal Products,B,2.4,2.4,3.7,3.2
INTER PIPELINE (CORRIDOR) INC,,CA,Utilities,Multi-Utilities,BBB,4.4,6.0,3.9,5.4
INTER PIPELINE LTD,BIP,CA,"Oil & Gas Refining, Marketing, Transportation & Storage",Multi-Utilities,A,6.5,4.7,5.1,5.7
INTER PIPELINE LTD,,CA,Utilities,Multi-Utilities,BBB,4.4,6.0,3.9,5.4
INTER RAO YEES PAO,IRAO,RU,Utilities,Electric Utilities,B,2.85,6.9,6.8,0.1
"INTERACTIVE BROKERS GROUP, INC",IBKR,US,Investment Banking & Brokerage,Investment Banking & Brokerage,BB,3.4,6.7,3.2,2.0
INTERACTIVE VISUAL SOLUTIONS PRIVATE LIMITED,,IN,Interactive Media & Services,Interactive Media & Services,AA,7.3,8.3,5.7,4.1
INTERCEMENT BRASIL SA,,BR,Construction Materials,Construction Materials,B,2.4,4.0,0.8,2.8
"INTERCEMENT PORTUGAL, SA",RCEMP,PT,Construction Materials,Construction Materials,B,2.4,4.0,0.8,2.8
"INTERCEPT PHARMACEUTICALS, INC",ICPT,US,Biotechnology,Biotechnology,B,2.4,5.5,2.9,4.5
INTERCHILE SA,,CL,Utilities,Electric Utilities,A,5.8,7.4,7.4,2.7
"INTERCONTINENTAL EXCHANGE, INC",ICE,US,Diversified Financials,Financial Exchanges & Data,A,7.0,9.0,4.9,5.2
INTERCONTINENTAL HOTELS GROUP PLC,IHG,GB,Hotels & Travel,"Hotels, Resorts & Cruise Lines",AA,8.3,5.5,5.8,6.4
"INTERDIGITAL, INC",INGTL,US,Software & Services,Application Software,BBB,5.7,5.7,3.1,6.8
"INTERFACE, INC",TILE,US,Commercial Services & Supplies,Office Services & Supplies,BB,3.9,7.0,5.0,3.9
INTERFOR CORPORATION,IFP,CA,Paper & Forest Products,Forest Products,A,6.9,4.8,2.9,7.0
INTERLIGACAO ELETRICA DO MADEIRA SA,,BR,Utilities,Electric Utilities,A,5.8,7.4,7.4,2.7
INTERLINK ROADS PTY LTD,,AU,Transportation Infrastructure,Highways & Railtracks,AAA,10.0,7.2,9.7,7.3
INTERMEDIA COMMUNICATIONS INC,,US,Telecommunication Services,Integrated Telecommunication Services,AA,7.3,10.0,5.6,6.1
INTERMEDIATE CAPITAL GROUP PLC,ICP,GB,Asset Management & Custody Banks,Asset Management & Custody Banks,AAA,10.0,10.0,5.9,8.0
"INTERMUNE, INC",ROG,US,Pharmaceuticals,Biotechnology,A,6.9,6.5,4.6,6.1
INTERNACIONAL DE TITULOS SOCIEDAD TITULIZADORA SA,,PE,Banks,Regional Banks,BBB,4.6,2.4,4.6,3.3
INTERNATIONAL BANCSHARES CORPORATION,IBOC,US,Banks,Regional Banks,A,6.2,0.0,3.9,4.4
INTERNATIONAL BUSINESS MACHINES CORPORATION,IBM,US,Software & Services,IT Consulting & Other Services,AA,7.4,9.1,5.4,5.2
"INTERNATIONAL CONTAINER TERMINAL SERVICES, INC",ICT,PH,Transportation Infrastructure,Marine Ports & Services,B,2.6,6.8,3.3,2.4
INTERNATIONAL DESIGN GROUP SPA,INTDH,IT,Household Durables,,BBB,4.8,7.4,4.7,3.8
INTERNATIONAL FINANCE CORPN LTD,,IN,Supranationals & Development Banks,,AAA,10.0,8.2,8.5,8.4
INTERNATIONAL FINANCE CORPORATION,IFN.SB.A,US,Supranationals & Development Banks,,AAA,10.0,8.2,8.5,8.4
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,US,Specialty Chemicals,Specialty Chemicals,AA,7.3,7.1,4.1,5.0
INTERNATIONAL GAME TECHNOLOGY,IGT,US,Casinos & Gaming,Casinos & Gaming,AA,8.4,9.8,6.7,4.7
INTERNATIONAL GAME TECHNOLOGY PLC,IGT,GB,Casinos & Gaming,Casinos & Gaming,AA,8.4,9.8,6.7,4.7
INTERNATIONAL LEASE FINANCE CORPORATION,AER,US,Trading Companies & Distributors,Trading Companies & Distributors,A,7.1,6.1,5.0,6.0
"INTERNATIONAL MONEY EXPRESS, INC",IMXI,US,Software & Services,Data Processing & Outsourced Services,BB,3.6,6.7,1.4,6.1
INTERNATIONAL PAPER COMPANY,IP,US,Containers & Packaging,Paper Packaging,A,7.0,6.1,4.7,5.8
INTERNATIONAL PERSONAL FINANCE PLC,IPF,GB,Consumer Finance,Consumer Finance,AA,8.4,9.3,4.4,6.4
"INTERNATIONAL SEAWAYS, INC",INSW,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,B,2.1,1.5,3.5,6.5
INTERNATIONAL TRANSMISSION COMPANY,,US,Utilities,Electric Utilities,AA,8.2,7.3,4.2,7.6
INTERPARFUMS SA,ITP,FR,Household & Personal Products,Personal Products,CCC,0.0,2.5,2.3,2.6
INTERPUMP GROUP SPA,IP,IT,Industrial Machinery,Industrial Machinery,BB,2.9,3.6,1.2,5.7
"INTERSECT ENT, INC",XENT,US,Health Care Equipment & Supplies,Health Care Equipment,AA,8.4,6.2,7.5,5.3
INTERSTAR MILLENNIUM SERIES 2004-5 TRUST,,AU,Life & Health Insurance,Other Diversified Financial Services,A,6.6,4.5,4.5,8.4
INTERSTATE POWER AND LIGHT COMPANY,LNT,US,Utilities,Electric Utilities,AA,7.9,7.0,8.0,6.0
INTERTEK GROUP PLC,ITRK,GB,Professional Services,Research & Consulting Services,AAA,10.0,10.0,6.8,7.7
